lot_size_sf,city,deed_date,price_usd,sale_date,lat,lon,build_yr,build_size_sf,patio_ct,patio_type,wall_type,roof_type,bath_fixtures_ct,parking_type
6490,AVONDALE,06/07/2002,164181,01/01/2002,33.476497,-112.299451,2002,1782,1,Covered,Frame Wood,Concrete Tile,8,GR
7173,AVONDALE,12/30/2019,,,33.476515,-112.299644,2002,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
7050,AVONDALE,12/16/2015,234000,12/01/2015,33.476611,-112.299802,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
9010,AVONDALE,05/02/2002,181946,10/01/2001,33.476734,-112.299986,2002,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
9002,AVONDALE,05/19/2020,308000,04/01/2020,33.476684,-112.300233,2002,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
9467,AVONDALE,08/05/2021,414400,08/01/2021,33.476498,-112.300411,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
9191,AVONDALE,06/20/2007,324800,06/01/2007,33.476279,-112.300386,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
7125,AVONDALE,04/20/2018,240000,03/01/2018,33.476148,-112.300214,2002,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
6597,AVONDALE,04/03/2018,,,33.476122,-112.300018,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6409,AVONDALE,03/24/2011,129100,03/01/2011,33.476088,-112.299837,2001,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
6409,AVONDALE,01/28/2020,,,33.476055,-112.299658,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6362,AVONDALE,01/18/2002,158319,09/01/2001,33.476044,-112.299475,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,08/29/2019,255000,08/01/2019,33.476056,-112.299303,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,09/01/2020,279900,09/01/2020,33.476063,-112.299139,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,04/05/2018,,,33.47607,-112.298975,2014,1769,1,Covered,Frame Stucco,Concrete Tile,7,GR
6132,AVONDALE,02/06/2014,,,33.476082,-112.298806,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
7888,AVONDALE,04/25/2003,167724,03/01/2003,33.476082,-112.298604,2002,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
7300,AVONDALE,07/29/2014,209000,07/01/2014,33.47662,-112.302151,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5957,AVONDALE,07/16/2019,230000,06/01/2019,33.476179,-112.302149,2001,1450,1,Covered,Frame Wood,Concrete Tile,8,GR
7351,AVONDALE,10/02/2001,140594,03/01/2001,33.476018,-112.30215,2001,1450,1,Covered,Frame Wood,Concrete Tile,8,GR
11626,AVONDALE,02/27/2019,268000,01/01/2019,33.475673,-112.302661,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
8057,AVONDALE,12/06/2019,,,33.475878,-112.302679,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6355,AVONDALE,05/03/2021,355700,04/01/2021,33.476043,-112.302689,2001,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
5812,AVONDALE,03/23/2012,131700,03/01/2012,33.476188,-112.302685,2001,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
5749,AVONDALE,02/26/2020,264900,01/01/2020,33.476326,-112.302684,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5932,AVONDALE,01/30/2013,140000,01/01/2013,33.476466,-112.302686,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6427,AVONDALE,03/04/2013,,,33.476613,-112.302688,2002,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
7015,AVONDALE,10/05/2020,320000,10/01/2020,33.476765,-112.302677,2002,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
8205,AVONDALE,10/16/2002,162370,04/01/2002,33.476921,-112.302655,2002,2312,1,Covered,Frame Wood,Concrete Tile,10,GR
7083,AVONDALE,10/08/2013,,,33.476164,-112.294609,2003,1782,1,Covered,Frame Wood,Concrete Tile,8,GR
5765,AVONDALE,04/30/2008,162750,04/01/2008,33.47674,-112.294614,2002,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
5742,AVONDALE,12/10/2004,205000,12/01/2004,33.477427,-112.294631,2002,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5798,AVONDALE,10/14/2004,182000,10/01/2004,33.47784,-112.29464,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
8702,AVONDALE,01/25/2007,,,33.478221,-112.295318,2001,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
5818,AVONDALE,12/24/2009,123000,11/01/2009,33.477807,-112.295609,2001,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
5818,AVONDALE,07/30/2010,120000,07/01/2010,33.4778,-112.295939,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6737,AVONDALE,05/26/2005,247000,04/01/2005,33.477612,-112.296748,2001,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
7391,AVONDALE,07/01/2021,350000,06/01/2021,33.476345,-112.29514,2001,1782,1,Covered,Frame Wood,Concrete Tile,8,GR
6193,AVONDALE,07/17/2009,146000,06/01/2009,33.477351,-112.296033,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
6147,AVONDALE,12/04/2001,155107,06/01/2001,33.476792,-112.296564,2001,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
7311,AVONDALE,05/28/2019,,,33.476585,-112.297106,2001,1290,1,Covered,Frame Wood,Concrete Tile,8,GR
6751,AVONDALE,12/10/2010,115000,10/01/2010,33.476747,-112.297102,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
7046,AVONDALE,12/26/2001,159095,06/01/2001,33.476907,-112.297152,2001,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
5802,AVONDALE,06/20/2012,,,33.478244,-112.298813,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
8652,AVONDALE,04/20/2011,115000,03/01/2011,33.477298,-112.299602,2001,2038,1,Covered,Frame Wood,Concrete Tile,10,GR
6809,AVONDALE,10/30/2012,96000,01/01/2012,33.477655,-112.299617,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,08/31/2001,,,33.478242,-112.300834,2001,1450,1,Covered,Frame Wood,Concrete Tile,8,GR
7757,AVONDALE,03/28/2014,,,33.478167,-112.301886,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,06/27/2017,,,33.476858,-112.301293,2001,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
5750,AVONDALE,03/20/2020,,,33.476526,-112.298949,2000,2232,1,Covered,Frame Wood,Concrete Tile,10,GR
5750,AVONDALE,10/27/2005,298500,10/01/2005,33.476511,-112.299277,2002,1716,1,Covered,Frame Wood,Concrete Tile,8,GR
5966,AVONDALE,02/28/2013,,,33.476459,-112.302149,2001,1957,1,Covered,Frame Wood,Concrete Tile,8,GR
7719,AVONDALE,07/19/2016,,,33.475735,-112.302059,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7693,AVONDALE,10/07/2010,200000,10/01/2010,33.475805,-112.30186,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
7674,AVONDALE,12/03/2001,199586,08/01/2001,33.475849,-112.301646,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7674,AVONDALE,06/21/2004,270000,06/01/2004,33.475861,-112.301426,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7674,AVONDALE,05/10/2013,255000,05/01/2013,33.475841,-112.301207,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
7834,AVONDALE,01/15/2020,335000,11/01/2019,33.475792,-112.300993,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
7666,AVONDALE,07/13/2018,328000,07/01/2018,33.475749,-112.300784,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
10442,AVONDALE,10/04/2010,180000,09/01/2010,33.47539,-112.300497,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
10409,AVONDALE,08/09/2001,207926,04/01/2001,33.475187,-112.300682,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
9266,AVONDALE,07/01/2014,225000,05/01/2014,33.475334,-112.301168,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
8369,AVONDALE,11/30/2018,350000,11/01/2018,33.47541,-112.301391,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
8354,AVONDALE,11/15/2018,310000,10/01/2018,33.475393,-112.301632,2001,2134,2,Covered,Frame Stucco,Concrete Tile,8,GR
8354,AVONDALE,07/02/2019,369000,07/01/2019,33.475312,-112.301853,2001,2683,2,Covered Slab,Frame Stucco,Concrete Tile,10,GR
9113,AVONDALE,02/28/2020,343000,01/01/2020,33.475102,-112.302085,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9113,AVONDALE,12/07/2020,,,33.474894,-112.30217,2001,2893,1,Covered,Frame Wood,Concrete Tile,11,GR
9113,AVONDALE,04/29/2021,380000,04/01/2021,33.474673,-112.302162,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
10431,AVONDALE,09/06/2018,270000,08/01/2018,33.47445,-112.302054,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7683,AVONDALE,07/06/2001,182218,11/01/2000,33.474277,-112.301802,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
8236,AVONDALE,10/26/2020,317500,10/01/2020,33.474206,-112.30159,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
6900,AVONDALE,08/13/2001,200766,02/01/2001,33.474202,-112.301372,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
7049,AVONDALE,06/10/2009,185000,06/01/2009,33.474195,-112.301173,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7643,AVONDALE,06/27/2008,249900,05/01/2008,33.474184,-112.300964,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7643,AVONDALE,06/08/2020,370000,05/01/2020,33.474138,-112.300752,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
8149,AVONDALE,09/28/2017,257000,09/01/2017,33.474064,-112.30054,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9839,AVONDALE,12/06/2019,,,33.473865,-112.300184,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9076,AVONDALE,08/20/2021,,,33.473808,-112.299927,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
10271,AVONDALE,07/24/2019,359000,06/01/2019,33.473661,-112.299715,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
10524,AVONDALE,03/29/2019,329000,03/01/2019,33.473404,-112.299715,2000,2683,1,Covered,Frame Wood,Concrete Tile,11,GR
10272,AVONDALE,07/22/2021,,,33.473236,-112.299949,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
8777,AVONDALE,04/28/2021,,,33.473261,-112.300218,2000,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
8448,AVONDALE,01/22/2021,,,33.473414,-112.300384,2001,2683,1,Covered,Frame Wood,Concrete Tile,11,GR
6900,AVONDALE,12/26/2012,196900,12/01/2012,33.473523,-112.300553,2001,2354,1,Covered,Frame Wood,Concrete Tile,9,GR
6900,AVONDALE,04/28/2017,282000,04/01/2017,33.473609,-112.300721,2001,2683,1,Covered,Frame Wood,Concrete Tile,11,GR
8784,AVONDALE,06/30/2011,210000,06/01/2011,33.473709,-112.300912,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7633,AVONDALE,05/31/2001,169502,11/01/2000,33.473744,-112.301144,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
7421,AVONDALE,05/17/2001,178682,02/01/2001,33.473751,-112.301557,2000,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
8054,AVONDALE,02/28/2017,266000,02/01/2017,33.473779,-112.301776,2000,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
8717,AVONDALE,12/09/2008,240000,11/01/2008,33.473858,-112.301998,2000,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
10009,AVONDALE,12/30/2010,125500,12/01/2010,33.474082,-112.302418,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
10942,AVONDALE,05/22/2020,309900,04/01/2020,33.474229,-112.302603,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9529,AVONDALE,10/01/2001,205784,04/01/2001,33.474407,-112.30267,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7772,AVONDALE,06/02/2003,210000,04/01/2003,33.474599,-112.302693,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7195,AVONDALE,08/22/2017,295000,08/01/2017,33.474785,-112.302701,2001,2683,1,Covered,Frame Wood,Concrete Tile,11,GR
7647,AVONDALE,03/31/2020,297500,03/01/2020,33.474971,-112.302694,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
9263,AVONDALE,05/24/2017,,,33.475162,-112.302673,2001,2354,1,Covered,Frame Wood,Concrete Tile,9,GR
11529,AVONDALE,12/28/2001,192861,04/01/2001,33.475351,-112.302625,2001,2984,2,Covered,Frame Wood,Concrete Tile,10,GR
10038,AVONDALE,03/06/2019,250500,02/01/2019,33.475495,-112.302431,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6973,AVONDALE,07/25/2018,257000,07/01/2018,33.474764,-112.298871,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
7665,AVONDALE,12/20/2018,,,33.474768,-112.29908,2001,2354,1,Covered,Frame Wood,Concrete Tile,8,GR
7665,AVONDALE,07/01/2014,,,33.474807,-112.299295,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7665,AVONDALE,06/04/2019,,,33.474874,-112.299499,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7634,AVONDALE,03/09/2018,266000,03/01/2018,33.474985,-112.299667,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7654,AVONDALE,06/27/2007,,,33.475122,-112.299793,2001,2134,1,Covered,Frame Wood,Concrete Tile,9,GR
10310,AVONDALE,04/30/2008,,,33.475152,-112.300291,2001,2984,1,Covered,Frame Wood,Concrete Tile,12,GR
10516,AVONDALE,11/16/2015,,,33.474918,-112.300417,2001,2134,1,Covered,Frame Wood,Concrete Tile,9,GR
8705,AVONDALE,03/25/2005,346900,03/01/2005,33.47471,-112.300297,2001,2893,1,Covered,Frame Wood,Concrete Tile,11,GR
7870,AVONDALE,05/07/2015,232000,05/01/2015,33.474626,-112.300083,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7411,AVONDALE,04/29/2020,336000,03/01/2020,33.474545,-112.299891,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9043,AVONDALE,08/26/2011,,,33.474386,-112.299531,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7394,AVONDALE,10/08/2020,406000,09/01/2020,33.474342,-112.299298,2001,2893,1,Covered,Frame Wood,Concrete Tile,11,GR
7394,AVONDALE,08/06/2019,336500,06/01/2019,33.474314,-112.29909,2001,2984,1,Covered,Frame Wood,Concrete Tile,12,GR
7692,AVONDALE,08/14/2015,264500,08/01/2015,33.474306,-112.298874,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7116,AVONDALE,09/27/2019,336500,08/01/2019,33.473104,-112.298576,2002,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7570,AVONDALE,08/27/2021,,,33.473033,-112.298768,2000,2313,1,Covered,Frame Wood,Concrete Tile,9,GR
7759,AVONDALE,05/19/2015,,,33.472987,-112.29898,2000,2134,1,Covered,Frame Wood,Concrete Tile,9,GR
8170,AVONDALE,06/24/2002,232406,03/01/2002,33.472983,-112.299205,2000,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
7693,AVONDALE,03/31/2004,266000,02/01/2004,33.473058,-112.299405,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
10116,AVONDALE,04/28/2017,275000,03/01/2017,33.473078,-112.299654,2002,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
10392,AVONDALE,01/22/2004,,,33.472901,-112.299871,2002,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
10128,AVONDALE,09/15/2004,,,33.472646,-112.299855,2002,2893,1,Covered,Frame Wood,Concrete Tile,11,GR
7882,AVONDALE,03/22/2011,,,33.472506,-112.299399,2002,2134,1,Covered,Frame Wood,Concrete Tile,9,GR
7420,AVONDALE,02/27/2006,,,33.472522,-112.299186,2003,3333,1,Covered,Frame Wood,Concrete Tile,8,GR
7416,AVONDALE,08/09/2017,287000,07/01/2017,33.472532,-112.298974,2002,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
7416,AVONDALE,04/19/2019,321900,04/01/2019,33.472563,-112.298765,2002,2313,1,Covered,Frame Wood,Concrete Tile,7,GR
7009,AVONDALE,05/02/2013,,,33.47268,-112.298372,2002,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
8051,AVONDALE,09/17/2010,166000,08/01/2010,33.473567,-112.30213,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7104,AVONDALE,10/07/2016,246000,10/01/2016,33.473385,-112.30213,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6900,AVONDALE,02/21/2001,182221,08/01/2000,33.473218,-112.302123,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6900,AVONDALE,08/05/2015,,,33.473053,-112.302119,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6900,AVONDALE,08/15/2011,140000,08/01/2011,33.472888,-112.302115,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
6900,AVONDALE,01/31/2018,295000,01/01/2018,33.472723,-112.30211,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7005,AVONDALE,08/09/2016,265000,07/01/2016,33.472557,-112.302109,2000,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
13174,AVONDALE,04/13/2016,,,33.472275,-112.302144,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
9017,AVONDALE,05/21/2010,175000,05/01/2010,33.472207,-112.301936,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
7037,AVONDALE,03/07/2017,,,33.472194,-112.301728,2001,2313,1,Covered,Frame Stucco,Concrete Tile,8,GR
6964,AVONDALE,10/12/2017,309999,10/01/2017,33.472197,-112.301529,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
8162,AVONDALE,11/25/2020,,,33.472205,-112.30132,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7927,AVONDALE,11/23/2015,218000,11/01/2015,33.472205,-112.301091,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
8393,AVONDALE,04/09/2013,,,33.472454,-112.301244,2000,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
10271,AVONDALE,08/13/2001,,03/01/2001,33.472675,-112.301202,2001,2683,2,Covered Slab,Frame Stucco,Concrete Tile,10,GR
10271,AVONDALE,07/18/2016,,,33.472803,-112.300941,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
10271,AVONDALE,06/18/2001,235472,06/01/2000,33.472728,-112.300651,2001,2984,1,Covered,Frame Wood,Concrete Tile,10,GR
8183,AVONDALE,11/01/2013,289000,10/01/2013,33.472169,-112.300572,2001,2893,1,Covered,Frame Wood,Concrete Tile,11,GR
11359,AVONDALE,08/31/2009,175000,07/01/2009,33.471948,-112.300508,2001,2984,1,Covered,Frame Stucco,Concrete Tile,10,GR
10938,AVONDALE,08/01/2018,189083,08/01/2018,33.471719,-112.300711,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
6411,AVONDALE,03/15/2007,230000,01/01/2007,33.471737,-112.300991,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
7001,AVONDALE,07/06/2011,,,33.471747,-112.301186,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6844,AVONDALE,12/31/2019,,,33.471746,-112.301381,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
6844,AVONDALE,10/14/2005,319000,10/01/2005,33.47173,-112.301775,2002,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7009,AVONDALE,08/30/2017,247500,07/01/2017,33.471723,-112.30197,2002,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
6706,AVONDALE,11/12/2013,,,33.471712,-112.302164,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
9069,AVONDALE,12/09/2016,245700,12/01/2016,33.471694,-112.302407,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
10708,AVONDALE,05/07/2019,309000,05/01/2019,33.471843,-112.302647,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7801,AVONDALE,04/29/2010,137610,03/01/2010,33.472214,-112.302661,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7724,AVONDALE,10/25/2018,270000,08/01/2018,33.472379,-112.302663,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
7628,AVONDALE,07/29/2019,,,33.472544,-112.302665,2001,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
7536,AVONDALE,02/25/2005,275000,02/01/2005,33.472709,-112.302666,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7374,AVONDALE,02/25/2002,,,33.473038,-112.30267,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7293,AVONDALE,03/17/2016,265200,02/01/2016,33.473203,-112.302672,2002,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
7355,AVONDALE,06/30/2015,,,33.47337,-112.302676,2003,3896,3,Covered Slab,Frame Wood,Concrete Tile,9,GR
7770,AVONDALE,04/30/2018,,,33.473543,-112.302681,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
8505,AVONDALE,10/16/2020,345000,09/01/2020,33.473722,-112.302669,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
11407,AVONDALE,07/03/2018,,,33.473925,-112.302662,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
10271,AVONDALE,02/04/2011,160000,02/01/2011,33.475642,-112.300558,2001,2313,2,Covered Slab,Frame Wood,Concrete Tile,8,GR
9797,AVONDALE,09/20/2013,230000,09/01/2013,33.475167,-112.300975,2001,2984,1,Covered,Frame Wood,Concrete Tile,11,GR
6900,AVONDALE,08/10/2009,155000,08/01/2009,33.473747,-112.301352,2001,2683,1,Covered,Frame Wood,Concrete Tile,11,GR
10297,AVONDALE,11/01/2013,293500,11/01/2013,33.475237,-112.30001,2001,2683,1,Covered,Frame Wood,Concrete Tile,10,GR
9122,AVONDALE,02/24/2010,132000,02/01/2010,33.472494,-112.299642,2002,2313,1,Covered,Frame Wood,Concrete Tile,9,GR
7423,AVONDALE,02/03/2006,257000,02/01/2005,33.472613,-112.298562,2002,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
8678,AVONDALE,02/02/2007,380000,01/01/2007,33.472521,-112.300534,2001,2313,1,Covered,Frame Wood,Concrete Tile,8,GR
7394,AVONDALE,01/09/2020,249500,01/01/2020,33.47205,-112.302672,2001,1862,1,Covered,Frame Wood,Concrete Tile,8,GR
7455,AVONDALE,06/08/2015,,,33.472873,-112.302668,2002,2134,1,Covered,Frame Wood,Concrete Tile,8,GR
12634,PHOENIX,03/24/2014,325000,07/01/2013,33.583977,-111.985215,1972,1927,0,None,"8"" Stucco",Built Up,6,GR
11423,MESA,08/16/2011,88000,08/01/2011,33.438273,-111.729362,1982,1404,0,None,Frame Wood,Asphalt Shingle,6,GR
5889,GILBERT,02/06/2014,223500,02/01/2014,33.326273,-111.69964,2003,1990,1,Covered,Frame Wood,Concrete Tile,7,GR
8419,PHOENIX,09/30/2011,109000,09/01/2011,33.605959,-112.092332,1971,1280,1,Covered,Frame Wood,Asphalt Shingle,6,
11880,MESA,05/12/2004,,,33.428185,-111.796874,1972,1958,1,Covered,Brick,Asphalt Shingle,6,
1220,PHOENIX,06/16/2015,,,33.484992,-112.207269,1983,700,0,None,Frame Wood,Asphalt Shingle,3,
1503,PHOENIX,06/16/2015,,,33.48604,-112.203793,1986,840,0,None,Frame Wood,Asphalt Shingle,3,CP
47150,GOODYEAR,06/18/2019,498000,04/01/2019,33.435061,-112.411862,2018,3623,1,Covered,Frame Stucco,Built Up,14,GR
1256,PHOENIX,07/29/2013,,,33.483994,-112.013313,1970,936,0,None,Slump Block,Built Up,3,CP
5990,PHOENIX,11/21/2016,142500,11/01/2016,33.561228,-112.140009,1962,1113,0,None,"8"" Stucco",Asphalt Shingle,5,GR
10136,TEMPE,03/21/2018,358000,02/01/2018,33.383936,-111.930405,1970,1852,1,Slab,"8"" Painted Block",Asphalt Shingle,6,GR
8028,TEMPE,10/28/2013,223000,09/01/2013,33.382497,-111.914119,1971,1992,0,None,"8"" Painted Block",Asphalt Shingle,7,GR
33210,PHOENIX,05/12/2006,,,33.481365,-112.060889,1977,7576,5,Covered Slab,Adobe,Tile,12,GR
38642,PHOENIX,06/06/2014,1355000,05/01/2014,33.481365,-112.059864,1949,5992,3,Covered Slab,Adobe,Tile,17,GR
32857,PHOENIX,11/08/2019,,,33.481366,-112.058183,1929,5382,5,Covered Slab,Adobe,Tile,12,GR
31045,PHOENIX,02/04/2021,,,33.481385,-112.057698,1929,4532,3,Covered Slab,"8"" Stucco",Tile,12,GR
23775,PHOENIX,09/16/2020,2150000,07/01/2020,33.481115,-112.057052,1933,4558,2,Covered Slab,Adobe,Tile,16,GR
39153,PHOENIX,05/11/2012,,,33.481284,-112.05659,1928,6222,6,Covered Slab,Brick,Built Up,16,GR
27909,PHOENIX,12/06/2005,,,33.480649,-112.057049,1947,4810,3,Covered,Brick,Tile,16,GR
61184,PHOENIX,05/24/2021,,,33.48059,-112.057938,1944,5051,3,Covered Slab,Brick,Tile,22,GR
31494,PHOENIX,07/11/2007,1450000,07/01/2007,33.480606,-112.058675,1930,3768,1,Slab,Brick,Wood,16,GR
31650,PHOENIX,08/01/1997,470000,06/01/1997,33.480606,-112.059167,1940,5542,3,Covered Slab,Adobe,Tile,12,
31246,PHOENIX,03/14/2012,1200000,02/01/2012,33.480606,-112.059659,1945,4853,2,Covered,Brick,Wood,19,GR
31650,PHOENIX,05/03/1993,,,33.480606,-112.060151,1930,4075,4,Covered,Adobe,Tile,12,GR
31642,PHOENIX,11/10/1998,500000,11/01/1998,33.480605,-112.060643,1935,6377,2,Covered,Adobe,Tile,18,CP
31799,PHOENIX,10/30/2015,715000,10/01/2015,33.480605,-112.061135,2017,3177,2,Slab,Frame Stucco,Concrete Tile,9,GR
31368,PHOENIX,10/25/2012,572300,09/01/2012,33.480605,-112.061627,1953,4537,1,Covered,Brick,Tile,19,GR
31973,PHOENIX,07/30/2001,,,33.480605,-112.062118,1947,3314,1,Slab,Brick,Tile,8,GR
31272,PHOENIX,11/07/2006,,,33.480605,-112.06261,1931,3862,1,Slab,Brick,Tile,15,GR
31650,PHOENIX,01/30/2018,1687609,01/01/2018,33.480604,-112.063102,1922,5621,3,Covered Slab,Adobe,Built Up,18,GR
32949,PHOENIX,11/18/2019,1156250,11/01/2019,33.48317,-112.063685,1925,5632,6,Covered Slab,Adobe,Built Up,12,GR
33302,PHOENIX,02/28/2019,1225000,02/01/2019,33.483582,-112.063684,1949,6620,8,Covered Slab,Brick,Wood,13,GR
33023,PHOENIX,06/03/2021,1850000,04/01/2021,33.483995,-112.063683,1964,5914,4,Covered Slab,"8"" Stucco",Built Up,19,GR
